,pid,label
0,96454,10.615973864908334
1,172136,10.20768889205879
2,200492,10.022705417320788
3,177707,6.686019066231798
4,177708,6.68747612864186
5,177709,6.720880384210073
6,177711,6.7495942908191955
7,177731,6.6933402373790996
8,178239,6.6890987977501135
9,178245,6.643551396748083
10,178260,6.632502730106245
11,178262,6.653801190170407
12,182056,6.763262360832302
13,182058,6.746452832429331
14,182069,6.769031268336725
15,182070,6.769001170590437
16,182071,6.7703928504973945
17,182072,6.760351517245359
18,182090,6.746075287186961
19,182091,6.718713050959191
20,182682,6.644036361530578
21,182691,6.677382735214426
22,182695,6.685968774590809
23,182697,6.685835525622492
24,182698,6.780160087108278
25,182707,6.708470204783578
26,182712,6.683137457669689
27,184210,6.6705578344575525
28,184414,6.833662299000092
29,184417,6.712382079568787
30,184421,6.763232263086014
31,184473,6.952016066668508
32,184502,6.767550461263762
33,184503,6.701263499536615
34,184529,6.727866753962514
35,184533,6.743937086227821
36,184717,6.632669863984891
37,184718,6.645158811507488
38,185024,6.707443986475286
39,185096,6.720646799566161
40,185098,6.643264614328014
41,185101,6.657559429198269
42,217260,6.676657217072736
43,217261,6.719894142009531
44,217286,6.687464797861696
45,217288,6.67584392338598
46,217289,6.692540459120574
47,217290,6.713111169724889
48,218250,6.733392995256363
49,218253,6.632124275684771
50,225501,6.6994813875940755
51,225502,6.688860670665647
52,225503,6.729863277759637
53,225504,6.697319746496559
54,225509,6.705909223053671
55,225510,6.7253663196235465
56,225512,6.73138409094765
57,225526,6.693500413659461
58,225527,6.7037766306707
59,226579,6.694979125735126
60,229403,6.690650189349381
61,229404,6.680831356673794
62,229528,6.726358848777767
63,229529,6.786233182188913
64,230432,6.646548166266362
65,230696,6.736136937227267
66,230823,6.675572889464912
67,221997,8.44216968782802
68,888795,8.201723361197146
69,964298,6.582944326975997
70,1003968,6.639511448961303
71,223300,9.400591147007946
72,902685,6.238311307115318
73,259757,12.316851692196105
74,980573,9.969179169067983
75,1074203,10.065336204695358
76,932666,10.697786255161112
77,370325,6.823156847109738
78,780221,5.971117900386796
79,810239,5.929309048338766
80,378347,10.343489116352279
81,400968,10.201122579035417
82,433028,10.376100427471217
83,441845,10.455271204841644
84,455622,12.013324037575238
85,496848,12.066837289392986
86,449945,10.717899181096955
87,557685,11.172949027472704
88,706653,9.983870701845
89,538472,10.871120705997233
90,666139,10.670391826968745
91,778933,9.795853541100282
92,781819,9.849149355077184
93,795340,10.842551880616119
94,629571,9.291876701545835
95,633936,10.555261332315409
96,638614,10.49920084265203
97,638615,10.305821676746628
98,774634,10.142377795533854
99,887842,9.229692240918016
100,894497,10.010405726057106
101,894498,9.883343603712422
102,894499,10.264473241023888
103,894500,9.968806850191099
104,894501,10.146631575486353
105,908726,10.473153317690102
106,919187,10.940549299371698
107,919188,10.274521653604598
108,978748,10.811495334852678
109,793154,9.071931471074045
110,799406,6.84082041722334
111,827363,9.390727267251359
112,829930,11.074628137395331
113,831463,8.89228600173014
114,970329,11.623830733263555
115,975253,9.170546145485106
116,975254,9.535234861656285
117,980477,9.3126159009359
118,1016630,9.423640456209425
119,1016631,9.701151688672034
120,1022038,10.734676578265622
121,1024556,7.4051586291117975
122,1028950,8.76340153886056
123,1028951,9.420153816722179
124,1038237,9.913396073924444
125,1038238,9.838604864680015
126,1041818,7.29287537590577
127,1047827,9.172830903129706
128,1056785,9.438539607143149
129,1059354,8.545713637649277
130,1059355,8.282497001393676
131,1059356,8.30779828693328
132,1059357,8.253154639761759
133,1059358,8.86346023719164
134,1067977,8.729408740715826
135,1078192,9.105733692810484
136,1110524,9.138666173467307
137,1113594,8.94695056180723
138,379027,7.513840094672554
139,381133,8.051261534572745
140,383379,7.29548700310558
141,399262,7.767658863385356
142,401941,8.080626937806509
143,404324,7.904810637504405
144,404326,7.845115487099065
145,415179,7.463843517837567
146,417663,8.02258722076358
147,419305,7.925537441799708
148,421388,7.867453274238146
149,423123,7.852713599318875
150,423671,7.970992436344945
151,423675,7.969492548247817
152,423676,8.001792809864755
153,425663,7.890742968639621
154,407908,6.726522993572213
155,443105,7.10467074061013
156,451340,6.756743935713434
157,455670,7.27911100861066
158,448547,6.835337820488265
159,497312,6.738352229791519
160,534908,5.079770725981693
161,541447,4.9849042953461025
162,661699,5.138309236832708
163,668176,5.226017890903675
164,669339,5.289417457240112
165,669340,5.168001369710218
166,739932,5.093348320299625
167,753141,5.1158716536387265
168,787986,5.124700280138682
169,802294,4.919299737022269
170,805257,4.964890491262691
171,604357,5.12262628026619
172,604362,5.147958467901506
173,605245,4.051944476500601
174,608359,4.877243636207785
175,609317,4.928957145304366
176,609353,4.80858606947325
177,731609,4.882797417991211
178,742369,4.593814368862803
179,750883,4.359717906471347
180,852021,5.483131692708267
181,874606,4.925283138159975
182,897122,3.570153510952717
183,902331,5.485858848546841
184,902375,4.830431663498591
185,955133,4.54402842546634
186,983512,4.619007515798681
187,995256,4.375590789840569
188,997496,4.542201819753579
189,991549,6.5320116686784555
190,991554,6.340955977782777
191,932270,5.389646614048061
192,932273,5.31179975067531
193,941658,5.4831141116601705
194,941664,5.231646406031148
195,942295,5.092002947967966
196,1002615,5.4934112145048495
197,1013607,5.471715189824493
198,1013647,5.149996076878928
199,1079370,5.309421186517599
200,1095836,5.356315764709875
201,1102596,5.419341918591779
202,379032,7.781400857663321
203,379243,3.742153322038295
204,567977,4.033043770782072
205,787252,4.0459563925917275
206,986876,4.6198719061300615
